datetime,dust,mq135,mq131,mq4,temperature,pressure,altitude
Sat Sep 30 11:38:44 2023,2845,0,0,0,22.8,96727,390.31
Sat Sep 30 11:38:44 2023,0,0,0,0,22.8,96725,390.05
Sat Sep 30 11:38:46 2023,2846,0,0,0,22.7,96725,390.22
Sat Sep 30 11:38:46 2023,2846,0,0,0,22.7,96730,389.79
Sat Sep 30 11:38:46 2023,2847,0,0,0,22.7,96728,389.96
Sat Sep 30 11:38:46 2023,0,0,0,0,22.7,96724,390.31
Sat Sep 30 11:38:47 2023,2842,0,0,0,22.7,96722,390.31
Sat Sep 30 11:38:47 2023,2845,0,0,0,22.7,96721,390.48
Sat Sep 30 11:38:47 2023,2847,0,0,0,22.7,96718,390.57
Sat Sep 30 11:38:47 2023,0,0,0,0,22.7,96727,390.31
Sat Sep 30 11:38:47 2023,0,0,0,0,22.7,96720,390.48
Sat Sep 30 11:38:48 2023,2845,0,0,0,22.6,96722,390.48
Sat Sep 30 11:38:48 2023,2847,0,0,0,22.6,96721,390.13
Sat Sep 30 11:38:48 2023,0,0,0,0,22.6,96731,390.22
Sat Sep 30 11:38:48 2023,0,0,0,0,22.6,96731,389.96
Sat Sep 30 11:38:49 2023,2845,0,0,0,22.6,96720,390.22
Sat Sep 30 11:38:49 2023,2845,0,0,0,22.6,96717,390.05
Sat Sep 30 11:38:49 2023,0,0,0,0,22.6,96724,390.13
Sat Sep 30 11:38:49 2023,0,0,0,0,22.6,96732,390.13
Sat Sep 30 11:38:49 2023,2842,0,0,0,22.6,96726,390.13
Sat Sep 30 11:38:50 2023,2845,0,0,0,22.6,96725,390.48
Sat Sep 30 11:38:50 2023,0,0,0,0,22.6,96719,390.65
Sat Sep 30 11:38:50 2023,0,0,0,0,22.6,96726,390.82
Sat Sep 30 11:38:50 2023,2845,0,0,0,22.6,96722,390.31
Sat Sep 30 11:38:51 2023,2845,0,0,0,22.5,96719,389.53
Sat Sep 30 11:38:51 2023,0,0,0,0,22.5,96726,390.13
Sat Sep 30 11:38:51 2023,0,0,0,0,22.5,96729,390.13
Sat Sep 30 11:38:51 2023,2846,0,0,0,22.5,96726,389.87
Sat Sep 30 11:38:51 2023,2845,0,0,0,22.5,96719,390.22
Sat Sep 30 11:38:52 2023,0,0,0,0,22.4,96721,389.7
Sat Sep 30 11:38:52 2023,0,0,0,0,22.4,96725,390.22
Sat Sep 30 11:38:52 2023,2842,0,0,0,22.4,96728,389.7
Sat Sep 30 11:38:52 2023,2843,0,0,0,22.4,96720,390.82
Sat Sep 30 11:38:53 2023,0,0,0,0,22.4,96722,390.48
Sat Sep 30 11:38:53 2023,0,0,0,0,22.4,96724,390.13
Sat Sep 30 11:38:53 2023,2835,0,0,0,22.4,96728,390.48
Sat Sep 30 11:38:53 2023,2846,0,0,0,22.4,96722,390.22
Sat Sep 30 11:38:54 2023,0,0,0,0,22.4,96723,389.87
Sat Sep 30 11:38:54 2023,0,0,0,0,22.4,96731,389.96
Sat Sep 30 11:38:54 2023,2844,0,0,0,22.4,96721,389.44
Sat Sep 30 11:38:54 2023,2845,0,0,0,22.4,96726,389.79
Sat Sep 30 11:38:54 2023,2843,0,0,0,22.4,96720,389.44
Sat Sep 30 11:38:56 2023,0,0,0,0,22.3,96717,390.65
Sat Sep 30 11:38:56 2023,0,0,0,0,22.3,96720,390.13
Sat Sep 30 11:38:56 2023,2845,0,0,0,22.3,96719,390.39
Sat Sep 30 11:38:56 2023,2845,0,0,0,22.3,96721,390.74
Sat Sep 30 11:38:56 2023,2847,0,0,0,22.3,96722,390.48
Sat Sep 30 11:38:57 2023,0,0,0,0,22.3,96723,390.13
Sat Sep 30 11:38:57 2023,0,0,0,0,22.3,96715,390.65
Sat Sep 30 11:38:57 2023,2847,0,0,0,22.3,96726,390.39
Sat Sep 30 11:38:57 2023,2846,0,0,0,22.3,96722,390.82
Sat Sep 30 11:38:57 2023,2847,0,0,0,22.2,96718,390.48
Sat Sep 30 11:38:57 2023,2845,0,0,0,22.2,96727,390.74
Sat Sep 30 11:38:58 2023,0,0,0,0,22.2,96721,390.31
Sat Sep 30 11:38:58 2023,2846,0,0,0,22.2,96719,390.39
Sat Sep 30 11:38:58 2023,2843,0,0,0,22.2,96719,390.74
Sat Sep 30 11:38:58 2023,2845,0,0,0,22.2,96718,390.65
Sat Sep 30 11:38:58 2023,2845,0,0,0,22.2,96717,390.48
Sat Sep 30 11:38:59 2023,0,0,0,0,22.2,96718,390.91
Sat Sep 30 11:38:59 2023,2844,0,0,0,22.2,96717,390.65
Sat Sep 30 11:38:59 2023,2845,0,0,0,22.2,96718,390.57
Sat Sep 30 11:38:59 2023,2846,0,0,0,22.2,96719,390.65
Sat Sep 30 11:38:59 2023,2847,0,0,0,22.2,96722,390.31
Sat Sep 30 11:39:00 2023,2841,0,0,0,22.2,96712,390.65
Sat Sep 30 11:39:00 2023,2846,0,0,0,22.2,96723,390.31
Sat Sep 30 11:39:00 2023,2846,0,0,0,22.2,96720,390.74
Sat Sep 30 11:39:00 2023,2844,0,0,0,22.2,96715,390.74
Sat Sep 30 11:39:01 2023,2845,0,0,0,22.1,96720,390.39
Sat Sep 30 11:39:01 2023,2847,0,0,0,22.1,96723,390.31
Sat Sep 30 11:39:01 2023,2851,0,0,0,22.1,96722,390.05
Sat Sep 30 11:39:01 2023,2846,0,0,0,22.1,96723,390.05
Sat Sep 30 11:39:01 2023,0,0,0,0,22.1,96724,390.13
Sat Sep 30 11:39:02 2023,2842,0,0,0,22.1,96722,390.31
Sat Sep 30 11:39:02 2023,2845,0,0,0,22.1,96713,390.22
Sat Sep 30 11:39:02 2023,2842,0,0,0,22.1,96716,390.05
Sat Sep 30 11:39:02 2023,2845,0,0,0,22.1,96716,390.31
Sat Sep 30 11:39:02 2023,0,0,0,0,22.1,96723,389.96
Sat Sep 30 11:39:03 2023,2846,0,0,0,22.1,96720,390.82
Sat Sep 30 11:39:03 2023,2845,0,0,0,22.1,96726,390.22
Sat Sep 30 11:39:03 2023,2845,0,0,0,22.1,96718,390.65
Sat Sep 30 11:39:03 2023,0,0,0,0,22.1,96718,390.31
Sat Sep 30 11:39:05 2023,2846,0,0,0,22.1,96715,390.74
Sat Sep 30 11:39:05 2023,2847,0,0,0,22.1,96721,390.39
Sat Sep 30 11:39:05 2023,2844,0,0,0,22.1,96723,390.74
Sat Sep 30 11:39:05 2023,0,0,0,0,22.1,96721,390.65
Sat Sep 30 11:39:05 2023,0,0,0,0,22.2,96726,390.05
Sat Sep 30 11:39:06 2023,2846,0,0,0,22.2,96722,390.31
Sat Sep 30 11:39:06 2023,2846,0,0,0,22.2,96717,390.48
Sat Sep 30 11:39:06 2023,2846,0,0,0,22.2,96720,390.13
Sat Sep 30 11:39:06 2023,0,0,0,0,22.2,96720,390.65
Sat Sep 30 11:39:06 2023,0,0,0,0,22.2,96723,390.48
Sat Sep 30 11:39:07 2023,2848,0,0,0,22.2,96721,390.82
Sat Sep 30 11:39:07 2023,2848,0,0,0,22.2,96724,390.74
Sat Sep 30 11:39:07 2023,0,0,0,0,22.2,96721,390.57
Sat Sep 30 11:39:07 2023,0,0,0,0,22.2,96727,390.57
Sat Sep 30 11:39:08 2023,2837,0,0,0,22.2,96719,390.74
Sat Sep 30 11:39:08 2023,2845,0,0,0,22.2,96725,390.65
Sat Sep 30 11:39:08 2023,0,0,0,0,22.2,96721,390.65
Sat Sep 30 11:39:08 2023,0,0,0,0,22.2,96717,389.79
Sat Sep 30 11:39:08 2023,2845,0,0,0,22.2,96727,389.87
Sat Sep 30 11:39:09 2023,2846,0,0,0,22.2,96724,390.65
Sat Sep 30 11:39:09 2023,0,0,0,0,22.2,96723,390.39
Sat Sep 30 11:39:09 2023,0,0,0,0,22.2,96718,390.05
Sat Sep 30 11:39:09 2023,2851,0,0,0,22.2,96725,390.82
Sat Sep 30 11:39:10 2023,2847,0,0,0,22.2,96723,390.57
Sat Sep 30 11:39:10 2023,0,0,0,0,22.3,96725,390.74
Sat Sep 30 11:39:10 2023,0,0,0,0,22.3,96718,390.39
Sat Sep 30 11:39:10 2023,2848,0,0,0,22.3,96722,390.57
Sat Sep 30 11:39:10 2023,2845,0,0,0,22.3,96717,390.82
Sat Sep 30 11:39:11 2023,2848,0,0,0,22.3,96719,390.48
Sat Sep 30 11:39:11 2023,0,0,0,0,22.3,96728,390.91
Sat Sep 30 11:39:11 2023,0,0,0,0,22.3,96717,390.74
Sat Sep 30 11:39:11 2023,2844,0,0,0,22.3,96719,391.08
Sat Sep 30 11:39:11 2023,2846,0,0,0,22.3,96713,390.65
Sat Sep 30 11:39:12 2023,0,0,0,0,22.3,96725,390.65
Sat Sep 30 11:39:12 2023,0,0,0,0,22.4,96720,390.57
Sat Sep 30 11:39:12 2023,2842,0,0,0,22.4,96723,390.91
Sat Sep 30 11:39:12 2023,2847,0,0,0,22.3,96718,390.57
Sat Sep 30 11:39:13 2023,0,0,0,0,22.4,96717,390.65
Sat Sep 30 11:39:13 2023,0,0,0,0,22.4,96721,390.74
Sat Sep 30 11:39:13 2023,2843,0,0,0,22.3,96722,390.65
Sat Sep 30 11:39:13 2023,2846,0,0,0,22.3,96718,390.57
Sat Sep 30 11:39:13 2023,2843,0,0,0,22.3,96722,391.0
Sat Sep 30 11:39:14 2023,0,0,0,0,22.3,96718,390.65
Sat Sep 30 11:39:14 2023,0,0,0,0,22.3,96721,390.48
Sat Sep 30 11:39:14 2023,2847,0,0,0,22.3,96716,390.57
Sat Sep 30 11:39:14 2023,2842,0,0,0,22.3,96719,390.91
Sat Sep 30 11:39:14 2023,2844,0,0,0,22.3,96715,390.57
Sat Sep 30 11:39:16 2023,0,0,0,0,22.3,96719,390.05
Sat Sep 30 11:39:16 2023,0,0,0,0,22.4,96723,390.57
Sat Sep 30 11:39:16 2023,2845,0,0,0,22.4,96721,390.65
Sat Sep 30 11:39:16 2023,2845,0,0,0,22.4,96715,391.6
Sat Sep 30 11:39:16 2023,2844,0,0,0,22.3,96723,390.91
Sat Sep 30 11:39:17 2023,0,0,0,0,22.4,96725,389.79
Sat Sep 30 11:39:17 2023,2847,0,0,0,22.4,96720,389.44
Sat Sep 30 11:39:17 2023,2845,0,0,0,22.4,96721,389.7
Sat Sep 30 11:39:17 2023,2846,0,0,0,22.4,96720,390.31
Sat Sep 30 11:39:17 2023,2847,0,0,0,22.4,96715,390.39
Sat Sep 30 11:39:18 2023,0,0,0,0,22.4,96727,390.48
Sat Sep 30 11:39:18 2023,2847,0,0,0,22.4,96721,390.05
Sat Sep 30 11:39:18 2023,2844,0,0,0,22.4,96720,390.31
Sat Sep 30 11:39:18 2023,2846,0,0,0,22.4,96721,390.31
Sat Sep 30 11:39:18 2023,2847,0,0,0,22.4,96718,390.57
Sat Sep 30 11:39:19 2023,0,0,0,0,22.5,96727,389.87
Sat Sep 30 11:39:19 2023,2847,0,0,0,22.4,96723,390.39
Sat Sep 30 11:39:19 2023,2843,0,0,0,22.5,96720,390.22
Sat Sep 30 11:39:19 2023,2847,0,0,0,22.5,96716,390.31
Sat Sep 30 11:39:19 2023,2846,0,0,0,22.4,96719,390.05
Sat Sep 30 11:39:20 2023,0,0,0,0,22.5,96728,390.31
Sat Sep 30 11:39:20 2023,2848,0,0,0,22.5,96717,390.57
Sat Sep 30 11:39:20 2023,2845,0,0,0,22.5,96724,390.48
Sat Sep 30 11:39:20 2023,2846,0,0,0,22.5,96723,390.57
Sat Sep 30 11:39:20 2023,2847,0,0,0,22.5,96715,390.74
Sat Sep 30 11:39:21 2023,2845,0,0,0,22.5,96720,390.57
Sat Sep 30 11:39:21 2023,2843,0,0,0,22.5,96721,390.65
Sat Sep 30 11:39:21 2023,2846,0,0,0,22.5,96728,390.57
Sat Sep 30 11:39:21 2023,2846,0,0,0,22.5,96725,390.48
Sat Sep 30 11:39:21 2023,0,0,0,0,22.5,96724,390.65
Sat Sep 30 11:39:22 2023,2842,0,0,0,22.5,96726,390.57
Sat Sep 30 11:39:22 2023,2847,0,0,0,22.5,96723,391.08
Sat Sep 30 11:39:22 2023,2845,0,0,0,22.5,96721,390.39
Sat Sep 30 11:39:22 2023,2847,0,0,0,22.5,96720,390.57
Sat Sep 30 11:39:22 2023,0,0,0,0,22.4,96720,390.74
Sat Sep 30 11:39:24 2023,2843,0,0,0,22.3,96721,391.17
Sat Sep 30 11:39:24 2023,2844,0,0,0,22.3,96719,390.74
Sat Sep 30 11:39:24 2023,2849,0,0,0,22.3,96717,390.39
Sat Sep 30 11:39:24 2023,0,0,0,0,22.3,96723,390.31
Sat Sep 30 11:39:26 2023,2849,0,0,0,22.3,96715,390.74
Sat Sep 30 11:39:26 2023,2847,0,0,0,22.3,96716,391.0
Sat Sep 30 11:39:26 2023,2855,0,0,0,22.3,96718,390.13
Sat Sep 30 11:39:26 2023,0,0,0,0,22.3,96729,390.05
Sat Sep 30 11:39:26 2023,0,0,0,0,22.3,96722,390.31
Sat Sep 30 11:39:27 2023,2845,0,0,0,22.2,96717,390.31
Sat Sep 30 11:39:27 2023,2846,0,0,0,22.2,96723,390.31
Sat Sep 30 11:39:27 2023,0,0,0,0,22.2,96722,390.22
Sat Sep 30 11:39:27 2023,0,0,0,0,22.2,96718,390.74
Sat Sep 30 11:39:28 2023,2845,0,0,0,22.2,96723,390.48
Sat Sep 30 11:39:28 2023,2848,0,0,0,22.1,96720,390.65
Sat Sep 30 11:39:28 2023,0,0,0,0,22.1,96723,390.31
Sat Sep 30 11:39:28 2023,0,0,0,0,22.1,96725,390.91
Sat Sep 30 11:39:29 2023,2847,0,0,0,22.1,96719,390.74
Sat Sep 30 11:39:29 2023,2845,0,0,0,22.0,96721,390.65
Sat Sep 30 11:39:29 2023,0,0,0,0,22.0,96720,390.22
Sat Sep 30 11:39:29 2023,0,0,0,0,22.0,96726,390.22
Sat Sep 30 11:39:29 2023,2847,0,0,0,22.0,96723,390.31
Sat Sep 30 11:39:30 2023,2847,0,0,0,21.9,96721,389.36
Sat Sep 30 11:39:30 2023,0,0,0,0,21.9,96722,390.82
Sat Sep 30 11:39:30 2023,0,0,0,0,21.9,96726,390.65
Sat Sep 30 11:39:30 2023,2848,0,0,0,21.9,96723,391.0
Sat Sep 30 11:39:31 2023,2847,0,0,0,21.8,96718,390.65
Sat Sep 30 11:39:31 2023,0,0,0,0,21.8,96723,390.48
Sat Sep 30 11:39:31 2023,0,0,0,0,21.8,96724,390.65
Sat Sep 30 11:39:31 2023,2847,0,0,0,21.8,96725,390.48
Sat Sep 30 11:39:31 2023,2845,0,0,0,21.8,96721,390.65
Sat Sep 30 11:39:32 2023,0,0,0,0,21.7,96724,390.57
Sat Sep 30 11:39:32 2023,0,0,0,0,21.7,96720,389.96
Sat Sep 30 11:39:32 2023,2845,0,0,0,21.7,96724,390.48
Sat Sep 30 11:39:32 2023,2848,0,0,0,21.7,96724,390.82
Sat Sep 30 11:39:33 2023,0,0,0,0,21.7,96733,390.05
Sat Sep 30 11:39:33 2023,0,0,0,0,21.6,96730,390.22
Sat Sep 30 11:39:33 2023,2846,0,0,0,21.6,96723,390.48
Sat Sep 30 11:39:33 2023,2847,0,0,0,21.6,96724,390.13
Sat Sep 30 11:39:34 2023,0,0,0,0,21.6,96722,390.82
Sat Sep 30 11:39:34 2023,0,0,0,0,21.5,96720,389.96
Sat Sep 30 11:39:34 2023,2847,0,0,0,21.5,96713,390.65
Sat Sep 30 11:39:34 2023,2842,0,0,0,21.5,96717,390.57
Sat Sep 30 11:39:34 2023,2845,0,0,0,21.5,96716,390.57
Sat Sep 30 11:39:35 2023,0,0,0,0,21.5,96717,391.17
Sat Sep 30 11:39:35 2023,0,0,0,0,21.5,96725,390.31
Sat Sep 30 11:39:35 2023,2843,0,0,0,21.5,96716,390.74
Sat Sep 30 11:39:35 2023,2846,0,0,0,21.5,96711,390.74
Sat Sep 30 11:39:35 2023,2847,0,0,0,21.5,96704,391.52
Sat Sep 30 11:39:37 2023,0,0,0,0,21.5,96717,391.6
Sat Sep 30 11:39:37 2023,0,0,0,0,21.5,96722,390.48
Sat Sep 30 11:39:37 2023,2846,0,0,0,21.5,96723,390.39
Sat Sep 30 11:39:37 2023,2845,0,0,0,21.5,96720,390.39
Sat Sep 30 11:39:37 2023,2847,0,0,0,21.5,96725,390.22
Sat Sep 30 11:39:38 2023,0,0,0,0,21.5,96714,390.39
Sat Sep 30 11:39:38 2023,2849,0,0,0,21.5,96721,390.65
Sat Sep 30 11:39:38 2023,2845,0,0,0,21.5,96717,391.17
Sat Sep 30 11:39:38 2023,2845,0,0,0,21.5,96716,390.57
Sat Sep 30 11:39:38 2023,2845,0,0,0,21.5,96721,390.91
Sat Sep 30 11:39:39 2023,0,0,0,0,21.5,96716,390.31
Sat Sep 30 11:39:39 2023,2839,0,0,0,21.5,96713,391.17
Sat Sep 30 11:39:39 2023,2848,0,0,0,21.5,96719,390.48
Sat Sep 30 11:39:39 2023,2847,0,0,0,21.5,96715,391.08
Sat Sep 30 11:39:39 2023,2849,0,0,0,21.5,96714,391.0
Sat Sep 30 11:39:40 2023,0,0,0,0,21.5,96719,391.08
Sat Sep 30 11:39:40 2023,2843,0,0,0,21.5,96715,390.48
Sat Sep 30 11:39:40 2023,2849,0,0,0,21.5,96719,390.57
Sat Sep 30 11:39:40 2023,2848,0,0,0,21.4,96717,391.0
Sat Sep 30 11:39:40 2023,2847,0,0,0,21.4,96710,390.57
Sat Sep 30 11:39:41 2023,0,0,0,0,21.4,96721,390.91
Sat Sep 30 11:39:41 2023,2833,0,0,0,21.4,96716,390.91
Sat Sep 30 11:39:41 2023,2879,0,0,0,21.4,96716,390.82
Sat Sep 30 11:39:41 2023,2848,0,0,0,21.4,96716,390.91
Sat Sep 30 11:39:41 2023,2848,0,0,0,21.4,96717,391.0
Sat Sep 30 11:39:42 2023,2854,0,0,0,21.4,96718,390.74
Sat Sep 30 11:39:42 2023,2847,0,0,0,21.4,96718,390.74
Sat Sep 30 11:39:42 2023,2847,0,0,0,21.4,96713,391.0
Sat Sep 30 11:39:42 2023,2847,0,0,0,21.4,96718,390.74
Sat Sep 30 11:39:43 2023,2838,0,0,0,21.5,96719,390.65
Sat Sep 30 11:39:43 2023,2843,0,0,0,21.5,96720,390.74
Sat Sep 30 11:39:43 2023,2848,0,0,0,21.5,96720,390.05
Sat Sep 30 11:39:43 2023,2850,0,0,0,21.5,96720,390.74
Sat Sep 30 11:39:43 2023,0,0,0,0,21.5,96719,390.57
Sat Sep 30 11:39:44 2023,2847,0,0,0,21.5,96720,391.08
Sat Sep 30 11:39:44 2023,2842,0,0,0,21.5,96723,389.96
Sat Sep 30 11:39:44 2023,2871,0,0,0,21.5,96719,390.48
Sat Sep 30 11:39:44 2023,2846,0,0,0,21.5,96723,390.31
Sat Sep 30 11:39:44 2023,0,0,0,0,21.5,96717,390.39
Sat Sep 30 11:39:45 2023,2841,0,0,0,21.5,96713,390.13
Sat Sep 30 11:39:45 2023,2853,0,0,0,21.5,96720,390.39
Sat Sep 30 11:39:45 2023,2845,0,0,0,21.5,96723,390.48
Sat Sep 30 11:39:45 2023,0,0,0,0,21.6,96718,390.82
Sat Sep 30 11:39:47 2023,2848,0,0,0,21.6,96715,391.08
Sat Sep 30 11:39:47 2023,2846,0,0,0,21.6,96722,390.05
Sat Sep 30 11:39:47 2023,0,0,0,0,21.6,96723,390.13
Sat Sep 30 11:39:47 2023,0,0,0,0,21.6,96721,390.48
Sat Sep 30 11:39:48 2023,2848,0,0,0,21.6,96717,391.0
Sat Sep 30 11:39:48 2023,2847,0,0,0,21.6,96717,391.08
Sat Sep 30 11:39:48 2023,2848,0,0,0,21.6,96722,390.39
Sat Sep 30 11:39:48 2023,0,0,0,0,21.6,96725,390.39
Sat Sep 30 11:39:48 2023,0,0,0,0,21.6,96718,390.65
Sat Sep 30 11:39:49 2023,2848,0,0,0,21.6,96725,390.57
Sat Sep 30 11:39:49 2023,2846,0,0,0,21.6,96718,390.39
Sat Sep 30 11:39:49 2023,0,0,0,0,21.6,96725,390.48
Sat Sep 30 11:39:49 2023,0,0,0,0,21.6,96720,390.91
Sat Sep 30 11:39:50 2023,2850,0,0,0,21.6,96718,390.39
Sat Sep 30 11:39:50 2023,2848,0,0,0,21.6,96714,390.91
Sat Sep 30 11:39:50 2023,0,0,0,0,21.6,96721,390.91
Sat Sep 30 11:39:50 2023,0,0,0,0,21.6,96721,390.48
Sat Sep 30 11:39:50 2023,2846,0,0,0,21.6,96723,390.91
Sat Sep 30 11:39:51 2023,2845,0,0,0,21.6,96714,390.31
Sat Sep 30 11:39:51 2023,0,0,0,0,21.6,96716,390.74
Sat Sep 30 11:39:51 2023,0,0,0,0,21.7,96724,389.87
Sat Sep 30 11:39:51 2023,2848,0,0,0,21.7,96722,390.57
Sat Sep 30 11:39:52 2023,2849,0,0,0,21.7,96714,390.57
Sat Sep 30 11:39:52 2023,0,0,0,0,21.7,96722,390.48
Sat Sep 30 11:39:52 2023,0,0,0,0,21.7,96730,389.87
Sat Sep 30 11:39:52 2023,2840,0,0,0,21.7,96724,390.22
Sat Sep 30 11:39:53 2023,2844,0,0,0,21.7,96717,390.57
Sat Sep 30 11:39:53 2023,0,0,0,0,21.7,96716,390.57
Sat Sep 30 11:39:53 2023,0,0,0,0,21.7,96718,390.74
Sat Sep 30 11:39:53 2023,2844,0,0,0,21.7,96724,390.74
Sat Sep 30 11:39:53 2023,2845,0,0,0,21.7,96721,391.0
Sat Sep 30 11:39:54 2023,0,0,0,0,21.7,96729,389.7
Sat Sep 30 11:39:54 2023,0,0,0,0,21.7,96733,390.48
Sat Sep 30 11:39:54 2023,2846,0,0,0,21.7,96730,389.7
Sat Sep 30 11:39:54 2023,2847,0,0,0,21.7,96723,389.96
Sat Sep 30 11:39:55 2023,0,0,0,0,21.8,96719,389.87
Sat Sep 30 11:39:55 2023,0,0,0,0,21.8,96726,390.48
Sat Sep 30 11:39:55 2023,2848,0,0,0,21.8,96727,390.22
Sat Sep 30 11:39:55 2023,2846,0,0,0,21.8,96724,390.05
Sat Sep 30 11:39:56 2023,0,0,0,0,21.8,96723,390.22
Sat Sep 30 11:39:56 2023,0,0,0,0,21.8,96722,390.39
Sat Sep 30 11:39:56 2023,2845,0,0,0,21.8,96725,390.39
Sat Sep 30 11:39:56 2023,2845,0,0,0,21.8,96722,390.39
Sat Sep 30 11:39:56 2023,2848,0,0,0,21.8,96727,390.05
Sat Sep 30 11:39:58 2023,0,0,0,0,21.8,96716,390.22
Sat Sep 30 11:39:58 2023,0,0,0,0,21.8,96724,390.31
Sat Sep 30 11:39:58 2023,2845,0,0,0,21.8,96715,390.39
Sat Sep 30 11:39:58 2023,2846,0,0,0,21.8,96718,390.31
Sat Sep 30 11:39:58 2023,2847,0,0,0,21.8,96719,390.65
Sat Sep 30 11:39:59 2023,0,0,0,0,21.8,96724,390.05
Sat Sep 30 11:39:59 2023,0,0,0,0,21.8,96723,390.13
Sat Sep 30 11:39:59 2023,2848,0,0,0,21.8,96726,390.82
Sat Sep 30 11:39:59 2023,2846,0,0,0,21.8,96722,390.13
Sat Sep 30 11:39:59 2023,2846,0,0,0,21.8,96725,389.79
Sat Sep 30 11:40:00 2023,0,0,0,0,21.9,96720,390.31
Sat Sep 30 11:40:00 2023,2813,0,0,0,21.9,96722,390.74
Sat Sep 30 11:40:00 2023,2846,0,0,0,21.9,96733,390.31
Sat Sep 30 11:40:00 2023,2845,0,0,0,21.9,96718,390.48
Sat Sep 30 11:40:00 2023,2848,0,0,0,21.9,96720,390.91
Sat Sep 30 11:40:01 2023,0,0,0,0,21.9,96728,390.13
Sat Sep 30 11:40:01 2023,2845,0,0,0,21.9,96720,390.39
Sat Sep 30 11:40:01 2023,2846,0,0,0,21.9,96726,389.7
Sat Sep 30 11:40:01 2023,2848,0,0,0,21.9,96714,389.7
Sat Sep 30 11:40:01 2023,2844,0,0,0,21.9,96722,390.22
Sat Sep 30 11:40:02 2023,0,0,0,0,21.9,96726,390.39
Sat Sep 30 11:40:02 2023,2846,0,0,0,21.9,96727,390.39
Sat Sep 30 11:40:02 2023,2844,0,0,0,21.9,96726,390.48
Sat Sep 30 11:40:02 2023,2843,0,0,0,21.9,96719,390.39
Sat Sep 30 11:40:02 2023,2847,0,0,0,21.9,96726,390.91
Sat Sep 30 11:40:03 2023,0,0,0,0,22.0,96723,390.39
Sat Sep 30 11:40:03 2023,2843,0,0,0,22.0,96719,390.31
Sat Sep 30 11:40:03 2023,2848,0,0,0,21.9,96723,390.05
Sat Sep 30 11:40:03 2023,2845,0,0,0,21.9,96727,390.31
Sat Sep 30 11:40:03 2023,2839,0,0,0,21.9,96723,389.96
Sat Sep 30 11:40:04 2023,2846,0,0,0,21.9,96722,390.39
Sat Sep 30 11:40:04 2023,2846,0,0,0,21.9,96725,390.13
Sat Sep 30 11:40:04 2023,2847,0,0,0,21.9,96724,390.57
Sat Sep 30 11:40:04 2023,2849,0,0,0,21.9,96718,390.74
Sat Sep 30 11:40:04 2023,0,0,0,0,21.9,96724,390.31
Sat Sep 30 11:40:06 2023,2847,0,0,0,22.0,96721,390.57
Sat Sep 30 11:40:06 2023,2848,0,0,0,22.0,96723,390.48
Sat Sep 30 11:40:06 2023,2849,0,0,0,22.0,96721,389.87
Sat Sep 30 11:40:06 2023,2849,0,0,0,22.0,96720,390.39
Sat Sep 30 11:40:06 2023,0,0,0,0,22.1,96726,389.7
Sat Sep 30 11:40:07 2023,2846,0,0,0,22.1,96726,390.05
Sat Sep 30 11:40:07 2023,2849,0,0,0,22.1,96721,390.22
Sat Sep 30 11:40:07 2023,2848,0,0,0,22.1,96723,390.05
Sat Sep 30 11:40:07 2023,0,0,0,0,22.1,96729,389.7
Sat Sep 30 11:40:09 2023,2847,0,0,0,22.1,96720,390.65
Sat Sep 30 11:40:09 2023,2846,0,0,0,22.1,96726,390.65
Sat Sep 30 11:40:09 2023,2845,0,0,0,22.1,96723,390.22
Sat Sep 30 11:40:09 2023,0,0,0,0,22.2,96726,390.13
Sat Sep 30 11:40:10 2023,2847,0,0,0,22.2,96721,390.57
Sat Sep 30 11:40:10 2023,2848,0,0,0,22.2,96717,390.39
Sat Sep 30 11:40:10 2023,2845,0,0,0,22.2,96725,390.39
Sat Sep 30 11:40:10 2023,0,0,0,0,22.3,96726,390.22
Sat Sep 30 11:40:10 2023,0,0,0,0,22.3,96721,390.48
Sat Sep 30 11:40:11 2023,2838,0,0,0,22.3,96728,390.13
Sat Sep 30 11:40:11 2023,2847,0,0,0,22.3,96719,390.31
Sat Sep 30 11:40:11 2023,0,0,0,0,22.3,96723,390.57
Sat Sep 30 11:40:11 2023,0,0,0,0,22.3,96732,389.27
Sat Sep 30 11:40:12 2023,2842,0,0,0,22.3,96725,390.57
Sat Sep 30 11:40:12 2023,2846,0,0,0,22.3,96721,390.39
Sat Sep 30 11:40:12 2023,0,0,0,0,22.3,96720,390.48
Sat Sep 30 11:40:12 2023,0,0,0,0,22.3,96718,390.65
Sat Sep 30 11:40:12 2023,2843,0,0,0,22.3,96721,390.57
Sat Sep 30 11:40:13 2023,2851,0,0,0,22.3,96712,391.08
Sat Sep 30 11:40:13 2023,0,0,0,0,22.4,96724,390.65
Sat Sep 30 11:40:13 2023,0,0,0,0,22.4,96725,390.22
Sat Sep 30 11:40:13 2023,2846,0,0,0,22.4,96722,390.57
Sat Sep 30 11:40:14 2023,2845,0,0,0,22.4,96726,390.22
Sat Sep 30 11:40:14 2023,0,0,0,0,22.4,96726,390.57
Sat Sep 30 11:40:14 2023,0,0,0,0,22.4,96721,390.57
Sat Sep 30 11:40:14 2023,2845,0,0,0,22.4,96719,390.65
Sat Sep 30 11:40:37 2023,0,0,0,0,21.9,96377,420.26
